filename,expected_label,time,fog,rain,found_sign,best_conf,matched_expectation
No_Signs_time(5)_fog(25)_rain(15)_224.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_225.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_226.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_227.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_228.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_229.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_230.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_231.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_232.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_233.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_234.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_235.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_236.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_237.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_238.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_239.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_240.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_241.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_242.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_243.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_244.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_245.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_246.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_247.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_248.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_249.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(5)_fog(25)_rain(15)_250.jpg,No_Signs,5,25,15,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_251.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_252.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_253.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_254.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_255.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_256.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_257.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_258.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_259.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_260.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_261.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_262.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_263.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_264.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_265.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_266.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_267.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_268.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_269.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_270.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_271.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_272.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_273.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_274.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_275.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_276.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_277.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_278.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_279.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_280.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_281.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(6)_fog(25)_rain(0)_282.jpg,No_Signs,6,25,0,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_283.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_284.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_285.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_286.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_287.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_288.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_289.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_290.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_291.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_292.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_293.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_294.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_295.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_296.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_297.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_298.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_299.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_300.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_301.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_302.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_303.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_304.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_305.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_306.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_307.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_308.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_309.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_310.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_311.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_312.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_313.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_314.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_315.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_316.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_317.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(8)_fog(25)_rain(15)_318.jpg,No_Signs,8,25,15,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_28.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_29.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_30.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_31.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_32.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_33.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_34.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_35.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_36.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_37.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_38.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_39.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_40.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_41.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_42.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_43.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(0)_44.jpg,No_Signs,9,25,0,False,0.00,True
No_Signs_time(9)_fog(25)_rain(15)_45.jpg,No_Signs,9,25,15,False,0.00,True
No_Signs_time(9)_fog(25)_rain(15)_46.jpg,No_Signs,9,25,15,False,0.00,True
No_Signs_time(9)_fog(25)_rain(15)_47.jpg,No_Signs,9,25,15,False,0.00,True
No_Signs_time(9)_fog(25)_rain(15)_48.jpg,No_Signs,9,25,15,False,0.00,True
No_Signs_time(9)_fog(25)_rain(15)_49.jpg,No_Signs,9,25,15,False,0.00,True
No_Signs_time(9)_fog(25)_rain(15)_50.jpg,No_Signs,9,25,15,False,0.00,True
No_Signs_time(9)_fog(25)_rain(15)_51.jpg,No_Signs,9,25,15,False,0.00,True
No_Signs_time(9)_fog(25)_rain(15)_52.jpg,No_Signs,9,25,15,False,0.00,True
No_Signs_time(9)_fog(25)_rain(15)_53.jpg,No_Signs,9,25,15,False,0.00,True
No_Signs_time(9)_fog(25)_rain(15)_54.jpg,No_Signs,9,25,15,False,0.00,True
No_Signs_time(9)_fog(25)_rain(15)_55.jpg,No_Signs,9,25,15,False,0.00,True
With_Signs_time(13)_fog(0)_rain(0)_319.jpg,With_Signs,13,0,0,False,0.00,False
With_Signs_time(13)_fog(0)_rain(0)_320.jpg,With_Signs,13,0,0,True,0.57,True
With_Signs_time(13)_fog(0)_rain(0)_321.jpg,With_Signs,13,0,0,False,0.00,False
With_Signs_time(13)_fog(0)_rain(0)_322.jpg,With_Signs,13,0,0,True,0.98,True
With_Signs_time(13)_fog(0)_rain(0)_323.jpg,With_Signs,13,0,0,True,1.00,True
With_Signs_time(13)_fog(0)_rain(0)_324.jpg,With_Signs,13,0,0,True,1.00,True
With_Signs_time(13)_fog(0)_rain(0)_325.jpg,With_Signs,13,0,0,True,0.98,True
With_Signs_time(13)_fog(0)_rain(0)_326.jpg,With_Signs,13,0,0,False,0.00,False
With_Signs_time(13)_fog(0)_rain(0)_327.jpg,With_Signs,13,0,0,True,0.98,True
With_Signs_time(13)_fog(0)_rain(0)_328.jpg,With_Signs,13,0,0,True,1.00,True
With_Signs_time(13)_fog(0)_rain(0)_329.jpg,With_Signs,13,0,0,True,0.87,True
With_Signs_time(13)_fog(0)_rain(0)_330.jpg,With_Signs,13,0,0,True,0.95,True
With_Signs_time(13)_fog(0)_rain(0)_331.jpg,With_Signs,13,0,0,True,0.56,True
With_Signs_time(16)_fog(0)_rain(0)_332.jpg,With_Signs,16,0,0,True,1.00,True
With_Signs_time(16)_fog(0)_rain(0)_333.jpg,With_Signs,16,0,0,True,0.99,True
With_Signs_time(16)_fog(0)_rain(0)_334.jpg,With_Signs,16,0,0,True,0.81,True
With_Signs_time(16)_fog(0)_rain(0)_335.jpg,With_Signs,16,0,0,True,0.54,True
With_Signs_time(16)_fog(0)_rain(0)_336.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_337.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_338.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_339.jpg,With_Signs,16,0,0,True,0.74,True
With_Signs_time(16)_fog(0)_rain(0)_340.jpg,With_Signs,16,0,0,True,1.00,True
With_Signs_time(16)_fog(0)_rain(0)_341.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_342.jpg,With_Signs,16,0,0,True,0.89,True
With_Signs_time(16)_fog(0)_rain(0)_343.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_344.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_56.jpg,With_Signs,16,0,0,True,1.00,True
With_Signs_time(16)_fog(0)_rain(0)_57.jpg,With_Signs,16,0,0,True,1.00,True
With_Signs_time(16)_fog(0)_rain(0)_58.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_59.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_60.jpg,With_Signs,16,0,0,True,1.00,True
With_Signs_time(16)_fog(0)_rain(0)_61.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_62.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_63.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_64.jpg,With_Signs,16,0,0,True,1.00,True
With_Signs_time(16)_fog(0)_rain(0)_65.jpg,With_Signs,16,0,0,True,0.58,True
With_Signs_time(16)_fog(0)_rain(0)_66.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_67.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_68.jpg,With_Signs,16,0,0,True,0.85,True
With_Signs_time(16)_fog(0)_rain(0)_69.jpg,With_Signs,16,0,0,True,1.00,True
With_Signs_time(16)_fog(0)_rain(0)_70.jpg,With_Signs,16,0,0,True,1.00,True
With_Signs_time(16)_fog(0)_rain(0)_71.jpg,With_Signs,16,0,0,False,0.00,False
With_Signs_time(16)_fog(0)_rain(0)_72.jpg,With_Signs,16,0,0,True,1.00,True
With_Signs_time(16)_fog(0)_rain(25)_73.jpg,With_Signs,16,0,25,True,0.99,True
With_Signs_time(16)_fog(0)_rain(25)_74.jpg,With_Signs,16,0,25,True,1.00,True
With_Signs_time(16)_fog(0)_rain(25)_75.jpg,With_Signs,16,0,25,False,0.00,False
With_Signs_time(16)_fog(0)_rain(25)_76.jpg,With_Signs,16,0,25,False,0.00,False
With_Signs_time(16)_fog(0)_rain(25)_77.jpg,With_Signs,16,0,25,False,0.00,False
With_Signs_time(16)_fog(0)_rain(25)_78.jpg,With_Signs,16,0,25,True,0.98,True
With_Signs_time(16)_fog(0)_rain(25)_79.jpg,With_Signs,16,0,25,False,0.00,False
With_Signs_time(16)_fog(0)_rain(25)_80.jpg,With_Signs,16,0,25,False,0.00,False
With_Signs_time(16)_fog(0)_rain(25)_81.jpg,With_Signs,16,0,25,False,0.00,False
With_Signs_time(16)_fog(0)_rain(25)_82.jpg,With_Signs,16,0,25,False,0.00,False
With_Signs_time(16)_fog(0)_rain(25)_83.jpg,With_Signs,16,0,25,False,0.00,False
With_Signs_time(16)_fog(0)_rain(25)_84.jpg,With_Signs,16,0,25,False,0.00,False
With_Signs_time(16)_fog(0)_rain(25)_85.jpg,With_Signs,16,0,25,False,0.00,False
With_Signs_time(16)_fog(0)_rain(25)_86.jpg,With_Signs,16,0,25,False,0.00,False
With_Signs_time(16)_fog(0)_rain(25)_87.jpg,With_Signs,16,0,25,False,0.00,False
With_Signs_time(16)_fog(25)_rain(0)_100.jpg,With_Signs,16,25,0,True,0.62,True
With_Signs_time(16)_fog(25)_rain(0)_101.jpg,With_Signs,16,25,0,True,1.00,True
With_Signs_time(16)_fog(25)_rain(0)_102.jpg,With_Signs,16,25,0,True,1.00,True
With_Signs_time(16)_fog(25)_rain(0)_103.jpg,With_Signs,16,25,0,True,1.00,True
With_Signs_time(16)_fog(25)_rain(0)_88.jpg,With_Signs,16,25,0,False,0.00,False
With_Signs_time(16)_fog(25)_rain(0)_89.jpg,With_Signs,16,25,0,False,0.00,False
With_Signs_time(16)_fog(25)_rain(0)_90.jpg,With_Signs,16,25,0,True,0.62,True
With_Signs_time(16)_fog(25)_rain(0)_91.jpg,With_Signs,16,25,0,True,0.99,True
With_Signs_time(16)_fog(25)_rain(0)_92.jpg,With_Signs,16,25,0,False,0.00,False
With_Signs_time(16)_fog(25)_rain(0)_93.jpg,With_Signs,16,25,0,False,0.00,False
With_Signs_time(16)_fog(25)_rain(0)_94.jpg,With_Signs,16,25,0,False,0.00,False
With_Signs_time(16)_fog(25)_rain(0)_95.jpg,With_Signs,16,25,0,True,0.82,True
With_Signs_time(16)_fog(25)_rain(0)_96.jpg,With_Signs,16,25,0,True,1.00,True
With_Signs_time(16)_fog(25)_rain(0)_97.jpg,With_Signs,16,25,0,False,0.00,False
With_Signs_time(16)_fog(25)_rain(0)_98.jpg,With_Signs,16,25,0,False,0.00,False
With_Signs_time(16)_fog(25)_rain(0)_99.jpg,With_Signs,16,25,0,False,0.00,False
With_Signs_time(16)_fog(90)_rain(25)_104.jpg,With_Signs,16,90,25,False,0.00,False
With_Signs_time(16)_fog(90)_rain(25)_105.jpg,With_Signs,16,90,25,False,0.00,False
With_Signs_time(16)_fog(90)_rain(25)_106.jpg,With_Signs,16,90,25,True,0.96,True
With_Signs_time(16)_fog(90)_rain(25)_107.jpg,With_Signs,16,90,25,False,0.00,False
With_Signs_time(16)_fog(90)_rain(25)_108.jpg,With_Signs,16,90,25,False,0.00,False
With_Signs_time(16)_fog(90)_rain(25)_109.jpg,With_Signs,16,90,25,False,0.00,False
With_Signs_time(16)_fog(90)_rain(25)_110.jpg,With_Signs,16,90,25,True,1.00,True
With_Signs_time(16)_fog(90)_rain(25)_111.jpg,With_Signs,16,90,25,True,1.00,True
With_Signs_time(16)_fog(90)_rain(25)_112.jpg,With_Signs,16,90,25,False,0.00,False
With_Signs_time(16)_fog(90)_rain(25)_113.jpg,With_Signs,16,90,25,False,0.00,False
With_Signs_time(16)_fog(90)_rain(25)_114.jpg,With_Signs,16,90,25,False,0.00,False
