filename,expected_label,time,fog,rain,found_sign,best_conf,matched_expectation
With_Signs_time(16)_fog(90)_rain(25)_115.jpg,With_Signs,16,90,25,False,0.00,False
With_Signs_time(16)_fog(90)_rain(25)_116.jpg,With_Signs,16,90,25,True,0.94,True
With_Signs_time(22)_fog(0)_rain(0)_117.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(0)_118.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(0)_119.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(0)_120.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(0)_121.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(0)_122.jpg,With_Signs,22,0,0,True,0.75,True
With_Signs_time(22)_fog(0)_rain(0)_123.jpg,With_Signs,22,0,0,True,0.51,True
With_Signs_time(22)_fog(0)_rain(0)_124.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(0)_125.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(0)_126.jpg,With_Signs,22,0,0,True,0.80,True
With_Signs_time(22)_fog(0)_rain(0)_127.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(0)_128.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(0)_129.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(0)_130.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(0)_131.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(0)_132.jpg,With_Signs,22,0,0,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_133.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_134.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_135.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_136.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_137.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_138.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_139.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_140.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_141.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_142.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_143.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_144.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(22)_fog(0)_rain(25)_145.jpg,With_Signs,22,0,25,False,0.00,False
With_Signs_time(6)_fog(0)_rain(0)_345.jpg,With_Signs,6,0,0,False,0.00,False
With_Signs_time(6)_fog(0)_rain(0)_346.jpg,With_Signs,6,0,0,False,0.00,False
With_Signs_time(6)_fog(0)_rain(0)_347.jpg,With_Signs,6,0,0,False,0.00,False
With_Signs_time(6)_fog(0)_rain(0)_348.jpg,With_Signs,6,0,0,False,0.00,False
With_Signs_time(6)_fog(0)_rain(0)_349.jpg,With_Signs,6,0,0,False,0.00,False
With_Signs_time(6)_fog(0)_rain(0)_350.jpg,With_Signs,6,0,0,True,0.99,True
With_Signs_time(6)_fog(0)_rain(0)_351.jpg,With_Signs,6,0,0,False,0.00,False
With_Signs_time(6)_fog(0)_rain(0)_352.jpg,With_Signs,6,0,0,False,0.00,False
With_Signs_time(6)_fog(0)_rain(0)_353.jpg,With_Signs,6,0,0,True,0.93,True
With_Signs_time(6)_fog(0)_rain(0)_354.jpg,With_Signs,6,0,0,False,0.00,False
With_Signs_time(6)_fog(0)_rain(0)_355.jpg,With_Signs,6,0,0,False,0.00,False
With_Signs_time(6)_fog(0)_rain(0)_356.jpg,With_Signs,6,0,0,True,0.95,True
With_Signs_time(7)_fog(0)_rain(0)_357.jpg,With_Signs,7,0,0,False,0.00,False
With_Signs_time(7)_fog(0)_rain(0)_358.jpg,With_Signs,7,0,0,True,1.00,True
With_Signs_time(7)_fog(0)_rain(0)_359.jpg,With_Signs,7,0,0,False,0.00,False
With_Signs_time(8)_fog(0)_rain(0)_146.jpg,With_Signs,8,0,0,True,0.93,True
With_Signs_time(8)_fog(0)_rain(0)_147.jpg,With_Signs,8,0,0,True,1.00,True
With_Signs_time(8)_fog(0)_rain(0)_148.jpg,With_Signs,8,0,0,False,0.00,False
With_Signs_time(8)_fog(0)_rain(0)_149.jpg,With_Signs,8,0,0,True,0.97,True
With_Signs_time(8)_fog(0)_rain(0)_150.jpg,With_Signs,8,0,0,False,0.00,False
With_Signs_time(8)_fog(0)_rain(0)_151.jpg,With_Signs,8,0,0,True,1.00,True
With_Signs_time(8)_fog(0)_rain(0)_152.jpg,With_Signs,8,0,0,False,0.00,False
With_Signs_time(8)_fog(0)_rain(0)_153.jpg,With_Signs,8,0,0,False,0.00,False
With_Signs_time(8)_fog(0)_rain(0)_154.jpg,With_Signs,8,0,0,False,0.00,False
With_Signs_time(8)_fog(0)_rain(0)_155.jpg,With_Signs,8,0,0,True,0.99,True
With_Signs_time(8)_fog(0)_rain(0)_156.jpg,With_Signs,8,0,0,True,0.95,True
With_Signs_time(8)_fog(0)_rain(0)_157.jpg,With_Signs,8,0,0,False,0.00,False
With_Signs_time(8)_fog(0)_rain(0)_158.jpg,With_Signs,8,0,0,False,0.00,False
With_Signs_time(8)_fog(0)_rain(0)_159.jpg,With_Signs,8,0,0,False,0.00,False
With_Signs_time(8)_fog(0)_rain(0)_160.jpg,With_Signs,8,0,0,False,0.00,False
With_Signs_time(8)_fog(90)_rain(0)_161.jpg,With_Signs,8,90,0,False,0.00,False
With_Signs_time(8)_fog(90)_rain(0)_162.jpg,With_Signs,8,90,0,False,0.00,False
With_Signs_time(8)_fog(90)_rain(0)_163.jpg,With_Signs,8,90,0,False,0.00,False
With_Signs_time(8)_fog(90)_rain(0)_164.jpg,With_Signs,8,90,0,True,0.56,True
With_Signs_time(8)_fog(90)_rain(0)_165.jpg,With_Signs,8,90,0,False,0.00,False
With_Signs_time(8)_fog(90)_rain(0)_166.jpg,With_Signs,8,90,0,False,0.00,False
With_Signs_time(8)_fog(90)_rain(0)_167.jpg,With_Signs,8,90,0,True,0.99,True
With_Signs_time(8)_fog(90)_rain(0)_168.jpg,With_Signs,8,90,0,True,1.00,True
With_Signs_time(8)_fog(90)_rain(0)_169.jpg,With_Signs,8,90,0,True,0.75,True
With_Signs_time(8)_fog(90)_rain(0)_170.jpg,With_Signs,8,90,0,False,0.00,False
With_Signs_time(8)_fog(90)_rain(0)_171.jpg,With_Signs,8,90,0,False,0.00,False
With_Signs_time(8)_fog(90)_rain(0)_172.jpg,With_Signs,8,90,0,False,0.00,False
With_Signs_time(8)_fog(90)_rain(0)_173.jpg,With_Signs,8,90,0,False,0.00,False
With_Signs_time(8)_fog(90)_rain(0)_174.jpg,With_Signs,8,90,0,False,0.00,False
With_Signs_time(8)_fog(90)_rain(0)_175.jpg,With_Signs,8,90,0,False,0.00,False
